Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4
75d6112a-e7cb-4e8d-abb0-6eab30724e82,"AI is AI, I don't need it to behave like a human",Negative,Uninformative answer,,,
e0c7dc89-7665-4aba-a3ab-306ef37b9bb1,"APJ Abdul Kalam, because he is Kind to all people in the world and also he is a Scienctist. He is Science lover and also Nature lover. One of the best examples for humans to live and behave like him.",Positive,Compassion and Kindness,Scientific and Intellectual Figures,,
83fb69fb-ae39-4c21-8dbe-ffaa68cc6174,Accuracy and precisness ,Neutral,Uninformative answer,,,
2b2b8a02-935b-4dfd-ac5f-29b4181f6192,"Albert Einstein because I need the smart, fact based, critical, analytical answers.",Neutral,Factual and Analytical Thinking,Scientific and Intellectual Figures,,
2f7ef803-1f7d-4dff-8e65-494699f63a87,Albert Einstein was a genius and I believe an AI like him would be extremely useful today.,Positive,Scientific and Intellectual Figures,,,
5e3c2c86-66cc-4517-90ae-5502ab7228e4,"Barack Obama

Very eloquent ",Neutral,Famous Leaders and Figures,,,
494587b2-871e-4cd5-8128-62cbe0e66dc5,"Barack Obama, I trust him",Positive,Famous Leaders and Figures,,,
55435f61-b717-4bbf-bb42-1ec70f71cf45,Barrack Obama - how he solved the problems of America through his intellectuality ,Positive,Famous Leaders and Figures,Leadership and Decision-Making,,
215647c0-3a3d-44c8-9505-2bb9a016369a,Barrack Obama because he shows the right leadership ,Positive,Famous Leaders and Figures,Leadership and Decision-Making,,
3c69c465-4e0d-4305-98bd-4668cf84a435,Candace Owens/ That lady is brilliant and eloquent,Positive,Famous Leaders and Figures,,,
de92e0a0-04aa-4231-9b91-0a756def34ce,"Choose the one I like, because then I know what he is thinking.",Neutral,Uninformative answer,,,
36ee7ac9-b7da-4ef9-851f-fdd559774086,Depends on the task I set for the AI.,Neutral,Uninformative answer,,,
0301aa10-88b7-41e2-b383-a89e6783e2fc,"Donald Trump, he is bold in decision making",Neutral,Leadership and Decision-Making,,,
76952023-3cec-48d4-b898-e3b4f08da77b,"Donald Trump, very logic reasoning ",Neutral,Factual and Analytical Thinking,Famous Leaders and Figures,,
2aea5359-f346-4ff5-920e-e02fd72e7681,Donald Trump. Because he doesn't care what others think and speaks his mind.,Neutral,Famous Leaders and Figures,Leadership and Decision-Making,,
c352fee8-233d-4221-9d71-eee6c2f62df6,Donald Trump. He's honest and does not sugarcoat,Positive,Famous Leaders and Figures,Honesty and Integrity,,
f503005e-adc7-46b8-af4d-0a82cd4bfab8,"Don’t know, someone trustworthy and calm ",Neutral,Uninformative answer,,,
e699827b-5a0e-492e-bd5d-57438d9780c5,Einstein because he was smart,Neutral,Scientific and Intellectual Figures,,,
002e5b02-7b03-4650-ab3c-e36e3b50339b,Elon Musk because he is such a thinking man,Neutral,Creative and Innovative Thinkers,Scientific and Intellectual Figures,,
100a8068-1dcc-4cdd-9e66-63890e825ff0,Elon Musk … because he knows everything.,Positive,Famous Leaders and Figures,Technological and Futuristic Visionaries,,
793467dc-2900-439f-acc4-d36c1c466582,"Elon Musk, because he is creative ",Positive,Creative and Innovative Thinkers,Famous Leaders and Figures,,
b04a2b5e-2f5e-49b3-bdf8-9e9766315584,"Elon Musk, he is get things done, innovative.",Positive,Creative and Innovative Thinkers,Technological and Futuristic Visionaries,,
580061d5-8bc6-4d2c-8df4-0217a2c426df,Elon Musk. I like his idea on technology and money creations ,Positive,Famous Leaders and Figures,Technological and Futuristic Visionaries,,
84300f45-2323-428a-b1d5-3f8bb1399f36,Elon musk because he is a tech genious  and inventor,Neutral,Famous Leaders and Figures,Technological and Futuristic Visionaries,,
2ceb7df4-dc1e-4684-b0d5-ed30c8de1b2f,"Elon musk, just to try to understand how he thinks",Neutral,Famous Leaders and Figures,Technological and Futuristic Visionaries,,
ca6a1fc2-4dbd-40c7-a4e4-6ea7cec4538d,"For me, there is only one perfect person, and that is Jesus Christ, but I would choose someone like the sister from my church who is a very good person. I couldn't think of anyone famous, because famous people are more concerned with their own belly button.",Neutral,Compassion and Kindness,Religious and Moral Figures,,
f3f921cc-c1d2-45de-9102-cac77667f36d,Gandhi. I believe he will find just and peaceful solutions i.,Positive,Famous Leaders and Figures,Historical Figures,Human Rights and Social Justice,
9ec00083-e9c7-47fb-a7ae-180d5b7172bd,"Honestly, I would have the image of my father, because I could talk to him about all kinds of topics and I would feel warm and confident.",Positive,Parental Influence,Personal Relationships,,
c9d3f78a-0f10-4721-95f3-fbb74e23833a,"I

Easy to communicate",Neutral,Uninformative answer,,,
f1f1d8f9-8530-47c2-b6c1-08befd6d7592,"I Will be like deepseek because it is freee, that means it allows many people to access  it giving it a chance  to solve many problems  that other Al cannot due to daily  subscription. ",Positive,Other,,,
7df9fdc6-8da2-4b83-ab90-f1278d17cd85,I am really not sure about that and I wouldn't want AI to behave as someone specific ,Negative,Uninformative answer,,,
e9a9045f-b87c-4f9a-9d03-1f7f9eac046e,I do not want my AI Assistance to have too much personality. That would be giving a non-living thing too much life.,Negative,Uninformative answer,,,
596db86f-14d8-4fa6-9694-6f04592bb72f,I don't choose anyone,Negative,Uninformative answer,,,
e8269218-b7fa-400f-a54a-1dcf731c59ab,"I don't know because most people have their own preconceived ideas. If Jesus were available, I would choose him. He is perfect.",Neutral,Religious and Moral Figures,Uninformative answer,,
7182b0f7-eaba-446e-bafe-bdccd9060bed,"I don't quite understand this question, can you explain it to me?",Neutral,Uninformative answer,,,
e4ccfec9-e137-43dd-a078-1bf84c9f27fc,I don't think it would be a specific person because that would lose credibility.,Neutral,Uninformative answer,,,
c623b3ec-4017-40f9-a043-a6a0fde1da1a,I don't want AI to think or act like a human. AI is AI.,Neutral,Other,,,
7cc8ee2f-ca73-4d61-b135-2a2cee7e6364,"I don't want it to e like any particular person. i want it to be honest, reliable, intelligent. It should show empathy and should always encourage to find new ideas",Neutral,Honesty and Integrity,,,
bc442222-015d-4601-990f-4726ba687483,I don't want that. It inhibits AI's ability to be objective.,Neutral,Neutrality and Objectivity,,,
c8f83e30-bc9b-49b0-b51d-1700c9e0d365,"I don’t choose anyone because once I choose a character, the answer will inevitably be biased and subjective.",Negative,Uninformative answer,,,
2c0049e9-6d6b-4250-8de7-f08b05f2282d,I don’t want my AI to behave like a person at all! Cause with it comes the flaws of all humans so it’s best to keep it as a hybrid between robot and human ,Neutral,Other,,,
ad7e1a08-d003-4a41-8058-bcb08f23db73,I have no desire or need for an AI to behave other than as a tool.,Neutral,Other,,,
dd240f8e-1291-40f4-9234-95206bea6f5a,I hope he can think like the smartest scientist and guide me like the funniest teacher.,Positive,Humor and Entertainment,Scientific and Intellectual Figures,,
f4c2485f-1692-43ec-9647-f9bd6c39ad4e,"I myself)) I know my way of thinking, argumentation",Positive,Self-Reflection and Improvement,,,
6f2966a6-e212-4e68-8503-b2730fee28bc,I think I would want it to pretend like a therapist and solve issues.,Neutral,Professional Expertise,,,
2d500f70-3f6d-4395-8ecc-d29fcf742343,"I think it would be like Malcolm x because he was very articulate, smart and a great leader",Positive,Famous Leaders and Figures,Leadership and Decision-Making,,
af0ede4e-928c-49c6-9a94-8e3b6cd18636,I think what makes AI great is that it isn’t a person and therefore doesn’t have biases or stereotypes. So I wouldn’t wish for it to behave or respond in a human way. ,Neutral,Non-Biased and Unbiased Perspectives,,,
d1192439-d62d-42f7-b51d-c39028508e2d,"I want it should behave like Mother Teresa as she was full of love , affectionate, empathetic ",Neutral,Compassion and Kindness,Religious and Moral Figures,,
1125010d-f7c4-4ad6-ba28-99418514217d,I want it to respond and behave like Lord Mahavira. I am very much impressed and abide by the teachings of non violence and spirituality he gave. I would like to run my life based on his teachings and lessons.,Neutral,Philosophical and Spiritual Guidance,Religious and Moral Figures,,
d0d4cf49-6f59-4032-8e06-98bdc0150245,"I will be like Robert Kiyosaki, because he has sharp analytical thinking and has reasons for every decision",Positive,Factual and Analytical Thinking,,,
231f8b35-ef3b-4c3b-b623-bc669654cea3,I would be the dad because I think he is someone who cares about everyone's well-being.,Positive,Parental Influence,,,
a01fc1fa-d058-4192-a8d5-bc6fcb24b86e,"I would choose Einstein, who is intelligent, pure, rational, and can help solve problems.",Neutral,Creative and Innovative Thinkers,Scientific and Intellectual Figures,,
552b9831-1699-46f9-9950-d6ea7e3d2ae2,I would choose myself because I trust that I want the best for everyone,Positive,Personal Relationships,,,
4ebcc244-e506-40ea-acc8-ad92ae6eddce,I would let him form his own way of being,Neutral,Other,,,
f1f28ba5-26ed-47e0-930d-70f157d054fa,I would like him to behave like an AI and not a human,Negative,Other,,,
77fcb758-909f-48fb-a6fb-4385d8fe9e8d,I would like it behave like a progressive and a supportive friend ,Neutral,Friendship and Support,,,
1866883e-45e9-483f-836a-2fc8789bdccf,I would like it to be like Singapore’s founding father. He is wise and took the country to greater heights. ,Neutral,Community and Cultural Leaders,Famous Leaders and Figures,Leadership and Decision-Making,
c6d66d34-9007-4d90-89fd-1c72fda3b388,"I would like it to behave and respond like Nelson Mandela. He was a pillar of what patience looks like and was always learning. While giving advice, Mandela always took his time to ponder the issue and would come up with creative yet practical solutions. ",Neutral,Famous Leaders and Figures,Human Rights and Social Justice,,
655b8d9d-f3f3-4317-8687-25eeff516b1a,I would like it to behave like a guiding angel for me - someone who directs me in the right direction.,Neutral,Advisory and Mentorship Roles,,,
5b05ef90-82ca-4d13-8b21-a933ab96d506,"I would like it to think, respond and behave like Elon Musk because he is creative and analytical hence the several innovative ideas that are impactful in the world. ",Positive,Creative and Innovative Thinkers,Famous Leaders and Figures,Technological and Futuristic Visionaries,
88a356d4-f277-4707-a484-0963b59ec3b9,I would like to think like Donald trump,Neutral,Famous Leaders and Figures,Leadership and Decision-Making,,
4a05dd83-9984-4074-90b2-93020b83c166,"I would make her my most trusted advisor as possible, to be extremely helpful in making decisions. In other words, she would be like my late mother.",Neutral,Advisory and Mentorship Roles,Parental Influence,,
01cc8b2b-49e1-4dd9-95c3-73a6f1b38709,"I would make it think like elon musk , and try to make many inventions in the techology sector",Neutral,Creative and Innovative Thinkers,Famous Leaders and Figures,Technological and Futuristic Visionaries,
4cdd5311-dd95-4bef-bfc9-94c537e1eff3,"I would not like ai to be like another person, it should stay like it is.",Negative,Uninformative answer,,,
3525f143-3349-4ea4-bc70-475bbff48100,I would not want an AI to mimic any actual human in my life. I use AI merely as a tool to help me with simple things and small questions. I would not want to it act like any person at all,Neutral,Uninformative answer,,,
2ef3d7c4-4d05-47a2-8d6a-642d4b815ae0,"I would not want it to behave like anyone, it should be neutral",Negative,Neutrality and Objectivity,,,
8d656ead-cfb3-4885-ad41-2bbf39e810d8,I would say someone caring and can see the emotional aspects too,Positive,Compassion and Kindness,,,
4318497c-f692-4a85-b7be-58a13bc6e26c,I would want it to me my mentor who can guide me through stuff.,Neutral,Advisory and Mentorship Roles,,,
cba167a4-2959-4bca-995b-5b7fe9e9e941,"I would want it to respond to me like a best friend because I don't have one,a best friend is like a wingman",Neutral,Friendship and Support,Personal Relationships,,
c32e2902-3e6e-4ff9-8ef2-989916f7a898,I wouldn't want my AI to act like any human being. It should stay as an AI itself,Negative,Uninformative answer,,,
314be8ce-3643-4914-b068-d30ce6a2c98f,I wouldn't. I would like an AI if it can just respond to my messages with any personality I mean it depends.,Neutral,Other,,,
c683de5e-0f9b-40c5-88a3-0e24f5e7970f,"I'm not sure, but I hope to be objective.",Neutral,Uninformative answer,,,
d5e1930e-6bc3-4a19-9451-d18a0e81aeba,Imran khan the leader,Neutral,Community and Cultural Leaders,Famous Leaders and Figures,,
04f5bc9c-28d2-45e8-9d59-0f6d3840b7f6,Intelligence ,Neutral,Uninformative answer,,,
0488e8ae-33b8-4464-ab5e-1f2e953b6076,"It will be my virtual friend, a place to release my negative energy, a place to learn new languages and new cultures.",Neutral,Cultural Sensitivity,Friendship and Support,,
5ab9037a-5509-4dce-b337-78c1f91b3470,It will be myself because I believe it would help me do task easier,Neutral,Personal Relationships,Self-Reflection and Improvement,,
8ac2f239-60f7-42e5-bd23-4ca151d370eb,"It would be Imran Khan,who is very successful in his life in sports(cricket) as well as politics (prime minister),because  he is really true gentleman with no fear.",Neutral,Famous Leaders and Figures,Role Models and Idols,,
522f6015-6448-48ca-bf5b-d3ac5ba9f02d,"It would be my brother, he listens to me patiently, he has same cultural values as me , he gives me a very logical solution and for me he is very reliable ",Positive,Friendship and Support,Personal Relationships,,
8439d12c-40de-4988-9af5-c382633f2319,It would be my mother or grandmother. This is because I love them the most and they are very caring and understanding.,Neutral,Parental Influence,Personal Relationships,,
c2357ce3-0db3-452a-b436-c855de938d13,"It would behave respond and think like Obama. He’s reasonable, respectful, and not set in old ways. He can understand the youth a bit better than most. ",Neutral,Famous Leaders and Figures,Leadership and Decision-Making,,
301886c0-c594-4b87-8f3d-3acd7bbd9718,"Jesus, because I believe a lot in religion and what they say about him, being a good person for everyone and not having prejudices.",Neutral,Compassion and Kindness,Famous Leaders and Figures,Religious and Moral Figures,
77284e18-12c9-4319-bcad-ca8a5294f586,"Kemal Ataturk. Because he was always for science, for feminism, for human rights in all spheres of life, for freedom from dictatorship and for a fair distribution of wealth among the people.",Neutral,Famous Leaders and Figures,Human Rights and Social Justice,,
dc81e041-f717-4817-97d9-b79f4440a892,"Like Kim Namjoon/RM of BTS, just for the fun and I also love his creativity and his unbiased perspective",Positive,Creative and Innovative Thinkers,Non-Biased and Unbiased Perspectives,,
c41b0328-b975-4dfb-99f8-105a5f6a12c3,Like a family close ones,Positive,Personal Relationships,,,
0e471d7d-df54-4ecc-9479-bbba3643cc76,Like an AI. Not like a human.,Neutral,Non-Biased and Unbiased Perspectives,,,
ada66fd9-5ba1-4c39-b382-bab23fc77562,Like me because I like to learn from my mistakes ,Positive,Self-Identity and Personal Growth,,,
6a951875-a4a1-4ef1-9ae7-2616f827eb87,"Like me to get it to do my work

",Neutral,Personal Relationships,Self-Reflection and Improvement,,
5c76af16-57cc-4d3e-811c-467a32b106b5,"Like my grandmother, because she has a lot of knowledge and knows how to treat people well.",Positive,Parental Influence,Wisdom and Empathy,,
a6af4c95-0561-4672-a2cb-aceddad74022,"Like myself, so that I can understand my mistakes/flaws and correct it",Neutral,Self-Reflection and Improvement,,,
ed81c27a-b657-4764-ad6d-e54f290300c6,"Like no one else, it must be an objective and impartial AI. I don't want it to look like anyone, because I don't want it to be human, it's a machine.",Neutral,Neutrality and Objectivity,Non-Biased and Unbiased Perspectives,,
6e6471a6-b82c-475b-ac32-5665cef27b7b,"Like the lost, this may be comforting",Neutral,Uninformative answer,,,
4bba9347-8c6a-4493-a9c1-fdbcf2574efe,"Lina, My mid school ex girlfriend because she's beautiful and smart and i sometimes still remember her",Positive,Personal Relationships,,,
b64fe4be-5142-4146-8307-cb0ea5f6342c,Magnus Carlsen,Neutral,Scientific and Intellectual Figures,,,
c86bf1b3-89e2-46ec-a5cf-8a1b75cae091,"Mahatma Gandhi, he had a lot of wisdom",Positive,Historical Figures,Wisdom and Empathy,,
b0d265f2-66c7-43f5-bcff-1cf4c3da3213,"Mandela ,because he was calm,collected and whozing wisdom",Positive,Historical Figures,Human Rights and Social Justice,,
72ccb024-d3ee-46ba-9a0f-c23240e7c1a9,Martin Luther K.,Neutral,Famous Leaders and Figures,Human Rights and Social Justice,,
e788db9e-295f-498e-9af7-b5f7b5676cae,"Martin Luther King Jr. It would be revolutionary, compassionate and honest.",Neutral,Compassion and Kindness,Famous Leaders and Figures,Historical Figures,
b514f72f-9744-496e-aeed-8e82d5bbf0c8,"Martin Luther king or gandy

Bring peace",Neutral,Compassion and Kindness,Famous Leaders and Figures,Historical Figures,
ff24570d-25b5-40c2-bc13-2894d55ca9a0,Maybe like my father. I would like to hear more advice and know more about his outlook on life.,Neutral,Parental Influence,Personal Relationships,,
78ccfe7b-5cf5-4978-b640-0083767cdebe,"Me of the future. 

His decision makes me happier.",Positive,Self-Identity and Personal Growth,Self-Reflection and Improvement,,
4a15eeba-261a-4dfb-af56-48d04b322be2,"Michael Jackson, he's a sweet person that's kind and very respectful",Positive,Compassion and Kindness,Role Models and Idols,,
4f6c001f-43d7-46ea-9959-19a0df789ada,Michael Scofield. He was genius and caring,Positive,Creative and Innovative Thinkers,,,
de39e72c-fc45-4556-a102-9f13553765f7,"Mom and Dad. They are empathetic, encouraging, loving, supportive and more....",Positive,Parental Influence,Personal Relationships,,
54177ede-078f-4e16-bb80-66d0b4a7dc73,"Mom, because she will always support, empathize, believe, love and will never give bad advice.",Positive,Compassion and Kindness,Parental Influence,,
44dc401f-8c76-46e6-bac9-fcc0a7ef5811,Morgan freeman. I like the way he speaks,Positive,Famous Leaders and Figures,Humor and Entertainment,,
0a6c06fe-1dc1-4ad0-a4a9-909c77d07f70,Mother Teresa. She had the heart of the needy people. ,Neutral,Compassion and Kindness,Religious and Moral Figures,,
95229564-dbb2-47f5-9eca-0aa8cd4ac5b5,"Musk, because he is a thoughtful pioneer",Positive,Creative and Innovative Thinkers,Scientific and Intellectual Figures,Technological and Futuristic Visionaries,
75e1f669-e172-4d48-a80c-589642093cf3,"My Dad, because his has wisdom, is respected, and knows me as a person. ",Positive,Parental Influence,Personal Relationships,,
c3349933-96e4-4ac1-a520-4708286393a1,"My Mother, she is respectful, understanding and above all she is God fearing.",Positive,Parental Influence,Personal Relationships,Religious and Moral Figures,
213c7926-08d0-4bb6-8b56-4ca5f75fa0ee,"My best friend, because we understand each other well and have some distance.",Neutral,Friendship and Support,Personal Relationships,,
329f13ca-5461-43e1-bfdf-dd1297cd276c,"My best friend,, giving me advice and emotional support without ny bias",Positive,Friendship and Support,,,
f9a3e56a-1fbd-4333-bf52-b981810427fd,My coach. It should help supportively and challenge my ideas.,Neutral,Advisory and Mentorship Roles,Friendship and Support,,
087e4560-9985-4878-9ec3-652773ecf951,"My dad, I trust my dad.",Positive,Parental Influence,,,
bf347c0d-2ddf-42c1-b585-acb67b0bd521,"My dad.

His advice is great ",Neutral,Parental Influence,,,
2d144f16-8f71-424e-ae1e-b8ecfffc32e9,My father because he gives me proper directions.,Positive,Parental Influence,Personal Relationships,,
bd5a199c-2f74-4ee8-b40d-891635e2baf4,"My friend Deepak. He and I can talk for hours, party for days and we love and respect each other like we have the same parents.",Neutral,Friendship and Support,Personal Relationships,,
3cb4ea33-2c32-49ac-85a7-aa0d5b95d301,"My grandfather, who was a very wise person.",Neutral,Parental Influence,,,
91990b87-53ac-445f-8338-1d006f41d2ab,"My husband, because he understands me and tries to be calm with me",Positive,Personal Relationships,,,
01aaa22b-bd9a-4a24-a086-f6efd315ec71,"My husbend, he Can be objective to me",Neutral,Neutrality and Objectivity,,,
f042754d-942c-45e9-8efd-9b4d2e649794,My mom. Thoughtful kind well read no nonsense so yeah my mom ,Neutral,Compassion and Kindness,Parental Influence,,
3ee67227-d6ea-422d-99db-62062e5e66be,My mom.she always makes the best choice for me,Positive,Parental Influence,Personal Relationships,,
efaba01a-bf16-4116-89de-3ae6b963a94d,"My mother 

She's my counsellor, my role model and my strength ",Neutral,Parental Influence,,,
d2b4e2f5-f060-4ec7-af96-20598df2a07d,My mother because she understands me,Neutral,Parental Influence,,,
a6deead2-c92c-4d6e-8cea-7cf8c4151cc3,"My mother, because of her wisdom and experience, is very tolerant",Positive,Parental Influence,Wisdom and Empathy,,
8059a983-87ab-4153-8a0a-fc4db425c067,"My mum,she's so courteous ",Positive,Parental Influence,Personal Relationships,,
85812973-75e8-4c8b-bb21-54a8f7cab31e,My parents or my wife. They helped me become who I am.,Neutral,Parental Influence,Personal Relationships,,
1e672d04-fe5a-44f2-846e-2f02c84fb9ab,"My stepmother. She provided support but brutal honesty,was extremely knowledgeable and was wise with life experience.",Positive,Honesty and Integrity,Parental Influence,Personal Relationships,
9fe12885-1998-4c37-a7a4-dd67b2099df8,"Myself, because I am trying to figure things out for myself",Neutral,Self-Identity and Personal Growth,,,
7c7ace86-8082-499f-be45-2bec147e1fd4,"Neil Degrass Tyson.  He is very factual, smart, and can explain complex things in a way that makes sense.  He also challenges you to look at things in a different way",Positive,Factual and Analytical Thinking,Scientific and Intellectual Figures,,
60742b6b-32e0-42ac-bee8-2c1d172569d9,"Nelson Mandela due to his wisdom, empathy, humility, and strong leadership ",Positive,Famous Leaders and Figures,Leadership and Decision-Making,Wisdom and Empathy,
75ce21a6-8fe1-47a5-aae6-1ae3d8640cdd,"Nelson Mandela, a selfless leader

",Positive,Famous Leaders and Figures,Historical Figures,Human Rights and Social Justice,
fca91534-9064-4777-938e-3b54ca00569d,"Nelson Mandela: wise, empathetic, and inclusive, with a strong sense of justice and compassion.",Positive,Famous Leaders and Figures,Human Rights and Social Justice,Wisdom and Empathy,
f5cd81e6-57db-4ea5-a9c6-d454411fdd24,No one it should be like its own person. ,Negative,Other,,,
9a4231e7-5be1-427b-ada7-60667b27a794,"No one, every human has both good and bad. And every human has their own thoughts and preferences ",Neutral,Uninformative answer,,,
57afa96c-7a5e-487c-b9b9-18da9696459f,"Obama, intelligent, respectful figure who has lots of wisdom",Positive,Famous Leaders and Figures,Wisdom and Empathy,,
96f1c697-f362-4c3d-b581-2b71bdeda765,Own,Neutral,Uninformative answer,,,
29273b20-34b7-436c-b736-edab320417f7,"Pete Buttigieg. He is wise, empathetic, knowledgeable, respectful and friendly. He wants to do good for the people and is honest.",Positive,Community and Cultural Leaders,Honesty and Integrity,Wisdom and Empathy,
f3cb6830-b9c2-461c-b28e-9e80f33abdcd,Pope Francis. Because he consideres what's right and wrong before anything else ,Neutral,Religious and Moral Figures,,,
06b26046-ad63-4339-93da-b84ecd9fba5a,"President Barak Obama, because he articulates issues well",Neutral,Famous Leaders and Figures,Leadership and Decision-Making,,
714eb2c8-57bf-47a4-bfa5-e1d049ecd11a,Putin V.V. in my opinion is one of the few smart people in the world at the moment,Positive,Famous Leaders and Figures,Leadership and Decision-Making,,
817f7337-6494-423d-b442-3dbcf41c7c2d,Respected leaders,Positive,Famous Leaders and Figures,,,
3ed1edc8-f2de-40e0-b117-64bdbaeefe04,Respond like an intelligent and brave girl ,Positive,Other,,,
ba104b55-ce56-4ad1-a92c-8d03f430ebff,Respond like any person inthe world ,Neutral,Uninformative answer,,,
355c4bd3-66d0-483a-bc0f-46ced3b80271,"Ronald Reagan, since he was the greatest US President and helped the world defeat communism.",Neutral,Famous Leaders and Figures,Leadership and Decision-Making,,
8eeadde9-b69c-442d-bbe9-de2e37e890f6,Someone attractive who I would enjoy looking at and  Listening to.,Positive,Uninformative answer,,,
811f0004-5506-44c4-a990-514e6c8a57a9,Someone humble. Like the Pope,Positive,Compassion and Kindness,Religious and Moral Figures,,
93301519-d505-4b9a-81cc-ff8d1a3c3b7b,Someone smart,Neutral,Other,,,
8822acda-366b-4ae9-9149-a3a35f3a1472,"Stephen Hawking, because he was brilliant and humble",Positive,Scientific and Intellectual Figures,,,
8fba3eef-db80-4a8a-9fd5-92876d3d2eb2,Take it and learn more about it ,Neutral,Uninformative answer,,,
e499102d-34db-4037-ae05-fba3ee222050,Talk like human,Neutral,Other,,,
73e41ff3-408c-402a-8ec1-d62f17a00b45,The Dalai Lama,Neutral,Philosophical and Spiritual Guidance,Religious and Moral Figures,,
5ec5a158-a465-42bd-9ed2-5b6b5005a44b,The Dalai Lama ,Neutral,Religious and Moral Figures,,,
c26c9281-6f9d-4623-a7bc-0ae49af63812,"With Elon Musk, because he must know some very unique secrets.",Positive,Technological and Futuristic Visionaries,,,
4aa6cc38-b1e8-44bd-89fd-33654e3bf59e,"With my partner, because he is the person I spend the most time with.",Neutral,Personal Relationships,,,
17ad331b-8042-41a3-8940-6dc3ef912d1b,as someone with charisma and character,Positive,Other,,,
8f009995-c6e2-40db-acad-ac4c63a0b6b9,be a calm and respectful monk :),Positive,Philosophical and Spiritual Guidance,,,
2e22d920-d25b-4d3e-99a1-fdc1c77096c0,"elon musk, being more creative",Neutral,Creative and Innovative Thinkers,Technological and Futuristic Visionaries,,
48846b3a-555f-458a-997e-4b7d3788ffd1,empathize as AI couldn't fill this gap,Negative,Other,,,
3b8a6cc2-59dc-4e12-9409-6513abbc67ae,"i think it would be my rabbi- not so much for religous reasons, but because he is very smart and has very wide knowledge of many things. we see many issues in similar was, and i think in many ways he has made good decisions.",Positive,Philosophical and Spiritual Guidance,Scientific and Intellectual Figures,,
00e8cccb-8774-46d9-96fb-98e09b9de2f9,i would love it to respond like steven Furtick. he is a preacher whose sermons i enjoy.,Positive,Philosophical and Spiritual Guidance,Religious and Moral Figures,,
4a4d00f9-5429-4b71-87de-6a7e6983aff2,if ai think and behave like a person in the world its more dangerous threat to human society ,Negative,Other,,,
d64df773-608b-4403-a9f2-4857af28ce69,is not a person,Negative,Uninformative answer,,,
c655b455-c9bc-40b2-ba61-69ec9430b4f0,it should be more like life partner because it will do best for my life,Neutral,Personal Relationships,,,
8f19bc7d-ec31-405e-901d-87c977c7d56c,it would be combination of multiple characters and people,Neutral,Other,,,
61dbc04a-db62-4f6e-8fa9-1ec2cd12cb34,"it would be me, I would love an ai who could respond like me

",Positive,Self-Identity and Personal Growth,,,
994c4648-4fec-48ba-8c7f-996798466769,"king Salomon, as he was the wisest person on earth",Neutral,Famous Leaders and Figures,Historical Figures,,
3648e42a-d41d-48a6-9137-fa5c0d3b0dd6,like a parent to their child,Neutral,Parental Influence,,,
9aa293e7-4ec8-4e18-b2c8-383b572ac56d,like hurley from the show lost,Neutral,Humor and Entertainment,,,
eb0246cc-6c93-4bf4-b703-e1640d6c37e0,like trump...straight to the point!,Positive,Famous Leaders and Figures,Leadership and Decision-Making,,
e6706336-d478-46c1-93dd-3d2b8d0aaee4,malcom x he was knowledgable and wise,Positive,Famous Leaders and Figures,Historical Figures,,
b10e609e-1749-45f2-b43e-09ac8414f98d,"maybe Chat GPT,  effective",Neutral,Other,,,
1fe60dc2-3bd3-4a96-8501-171aff2f0ede,my friend,Neutral,Friendship and Support,,,
99ce1f30-d3b0-4293-8a5c-e8f0dc59bd0f,"my mom, cause shes very kind, polite, intelligebt, honest and reasonings",Positive,Compassion and Kindness,Honesty and Integrity,Parental Influence,Personal Relationships
f38dca05-20b9-44d0-9d15-842acc2436fd,my mother because i find peace just talking to my mother,Neutral,Compassion and Kindness,Parental Influence,,
bfd700c7-9eac-466d-85c0-60fe19ba3cf5,my mother or my husband - they are wise and give me another POV,Neutral,Parental Influence,Personal Relationships,,
38543d12-2da6-476e-9a50-39249795c59e,"my sister, whom I love very much, I trust her completely, who knows me very well and with whom we are very close.",Positive,Personal Relationships,,,
a9da046d-f2f4-4328-8319-c1756ba414cf,no one. because it's not a person.,Negative,Uninformative answer,,,
e05bf71c-3d8c-4bdd-ac09-12fe0261e83e,oprah winfrey. she is a smart and wise woman,Neutral,Famous Leaders and Figures,Wisdom and Empathy,,
3a1f50e5-3648-461a-9600-765fdd99fa2d,"roy keane, no nonsense type who puts you in your place",Positive,Honesty and Integrity,,,
8900e3e3-4c28-4635-8247-c13057e666be,"some scientist, so that he can share his knowledge",Neutral,Scientific and Intellectual Figures,,,
b3b21ddd-4cbe-4fa0-9d90-6153bb9aa248,.,Neutral,Uninformative answer,,,
167b5e34-7e1c-4a8b-9a79-1e5cd61f1df7,"A fool, because I allow him to be",Negative,Other,,,
b2c255a5-bc7b-4853-b4e8-ea9f502a9163,A friend - just for fun.,Positive,Friendship and Support,,,
5030051d-ec81-4d36-be16-665275bc44cb,AI would be my husband as it may suggest something good. ,Neutral,Personal Relationships,,,
6dfd38af-2de4-4c66-86d8-bba2907c9d5a,"According to me it should be like Warren Buffett, the legendary investor.",Neutral,Famous Leaders and Figures,Professional Expertise,,
bfdd6839-5023-49d7-b1e9-c29a4e412637,Albert Einstein - Scientist ,Neutral,Scientific and Intellectual Figures,,,
7026f3b1-925a-40a6-a3aa-1c23b6935cf0,Albert Einstein.Because he was smart.,Positive,Scientific and Intellectual Figures,,,
