Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11
c6e79c65-91cc-45d7-bd9d-66c83cbb03d3,"I think that if the AI can back-up a claim, no matter how radical it can voice it.",Neutral,Uninformative answer,,,,,,,,,,
fba6fe91-d022-45d8-a208-07fd157069fa,In Danger time for society ,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
3a1cb34e-4eca-488d-9ef2-bd491bcc2afb,"It is accessing information through the web, so I don't think AI has its own options. I don't understand how it can differ. It's not a person, right?",Neutral,Uninformative answer,,,,,,,,,,
9b01feea-fc71-4d04-a446-800656e0e261,"It should always be able to provide its own answer, even saying that it is better to defer to human wisdom or community leaders is an answer in itself.",Neutral,Uninformative answer,,,,,,,,,,
f3ada7fa-7931-48a0-a98a-3883eac77fb1,"It should be flexible according to human preference

",Neutral,Other,,,,,,,,,,
2ae831c0-a50e-4f0d-b4fa-2150dcece1af,"It should be more accurate and transparent and should not be biased because human wisdom can be biased and be misleading 

It should be able to identify primary biases and make important decisions ",Negative,Other,,,,,,,,,,
52670c2f-0553-4186-8b87-e29f08ce741a,It should never encourage anything related to community leaders who are harmful for the society. ,Negative,When the topic involves potential harm or danger,,,,,,,,,,
070199a4-5e61-4cf9-b509-bccc5c7204de,Maybe when we are talking about medicine or laws,Neutral,Legal and financial guidance,Medical and health advice,,,,,,,,,
200f732b-cc1c-4f26-85ef-7e5207b74917,Religious questions and sexual questions,Neutral,Other,Religious and spiritual matters,,,,,,,,,
a6907ea9-f39e-47ee-9c61-1c15c99765a9,She must trust because most of her answers came from human wisdom.,Neutral,Other,,,,,,,,,,
d30bbb7d-f221-4803-8002-cac695ad6cb2,When a question is quite open and philosophical,Neutral,When the topic involves philosophical questions,,,,,,,,,,
de39e72c-fc45-4556-a102-9f13553765f7,"When information provided by the leaders is false, it should defer and provide accurate and facts\
",Negative,Other,,,,,,,,,,
cb719958-6aaf-4af5-be88-da72c3b9b65f,When it doesn't have wthat much of data or information ,Neutral,When AI lacks sufficient information,,,,,,,,,,
fa43ee8b-2dbb-4a50-8b5c-16d98a2b9452,When it doesn't know the answers.,Neutral,When AI lacks sufficient information,,,,,,,,,,
09d60849-6b0e-411d-b4fe-cd05261e288f,When it is asked questions beyond its capabilities,Neutral,When AI lacks sufficient information,,,,,,,,,,
2be5351e-1fb1-499c-adef-c8ed2b23c665,When it knows it does not have factual evidence.,Negative,When AI lacks sufficient information,,,,,,,,,,
7b06e505-a39b-44d9-b194-a96be8d043ff,When it lacks information,Negative,When AI lacks sufficient information,,,,,,,,,,
3ee67227-d6ea-422d-99db-62062e5e66be,When providing answers that are relatable to humans ,Neutral,Situations requiring empathy and emotional intelligence,,,,,,,,,,
d334251a-a7ae-40f6-b7eb-797560512899,When questions are very political. ,Neutral,Sensitive political topics,,,,,,,,,,
767531b9-84dc-4469-878b-e4397f0c05e2,When this does not involve the safety of the individual in question asking.,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
213c7926-08d0-4bb6-8b56-4ca5f75fa0ee,Whenever it is appropriate in the context.,Neutral,Other,,,,,,,,,,
48b0c570-ea22-4e49-abd8-7480d3f3e222,"no, generally they will provide a wrong answer, also these people will be cherry-picked",Negative,Uninformative answer,,,,,,,,,,
ff24570d-25b5-40c2-bc13-2894d55ca9a0,when there is a solid and proven basis for that information.,Neutral,Uninformative answer,,,,,,,,,,
231f8b35-ef3b-4c3b-b623-bc669654cea3,when you know how to answer questions about a topic,Neutral,Other,,,,,,,,,,
9c54c3a7-74fc-472c-83a6-29d71be98a09,"- When the leaders seems to be pushing their own agenda rather than public welfare

",Negative,Controversial or biased topics,,,,,,,,,,
de92e0a0-04aa-4231-9b91-0a756def34ce,"AI should provide its own answers, not be coerced by external forces",Negative,Other,,,,,,,,,,
de7418d5-240b-4567-b7b8-c9c6c7ac8840,I believe that when there is some judicial intervention for this,Neutral,Legal and financial guidance,,,,,,,,,,
d553b775-0001-419a-a44a-1d60d374a99c,"I don't think AI would defer to community leaders, and especially politicians and representatives of government, I don't want it to be biased. I want it to be critical and act as an assistant and not a government agent.",Negative,Other,,,,,,,,,,
c653c122-b819-4049-812f-20ccd5d260fa,I don't think so. Human wisdom is often flawed or biased.,Negative,Uninformative answer,,,,,,,,,,
a3cb9966-38cb-4b55-8052-5a4e5afaf274,I feel AI should stick to facts.,Negative,Uninformative answer,,,,,,,,,,
a964c763-d1cc-4f88-8aad-c2ca89ec8618,IT CANNOT DETERMINE BASED ON THE INFORMATION PROVIDED ON THE INTERNET,Negative,When AI lacks sufficient information,,,,,,,,,,
80467358-0f25-4028-93ef-e7a8ee893cfe,"In case there is no clear and correct answer, and solutions are up to compromise.",Neutral,When AI lacks sufficient information,When the topic involves conflict resolution,,,,,,,,,
9ece73f2-f033-49a4-9c8b-b711a03c4ffd,"In cases of judgment, like in a court of law.",Neutral,Legal and financial guidance,,,,,,,,,,
170008a0-524b-4cf8-a364-afb6a0424e8c,It should barely differ the human wisdom an ai,Negative,Uninformative answer,,,,,,,,,,
367ccf30-7b8e-467c-8e2f-c77aeb1832b7,It's own answers are all based on what the system had trained with previously which comes from human,Neutral,Other,,,,,,,,,,
a5c3da48-ce42-4663-9d8c-4361c6b7f9ee,Political aspects,Neutral,Sensitive political topics,,,,,,,,,,
3e8bd0a2-4cc5-4989-8452-2ecb7fbb0d3f,Political views or racism ,Negative,Sensitive political topics,,,,,,,,,,
b0c29ffc-f557-44f0-a053-700c9956f825,Respect on elderly people ,Neutral,Community-specific issues,Cultural sensitivity and traditions,,,,,,,,,
4f8ce07e-8b8d-4c54-b7c1-491c6ddb549f,Topics with a high degree of bias.,Negative,Controversial or biased topics,,,,,,,,,,
268499e2-83d2-442c-a09b-cb342c362404,"When asked about something that is not trained on

",Negative,When AI lacks sufficient information,,,,,,,,,,
9a4ad96f-3b70-4ba8-a940-854b455ac3c3,when it is asked to judge other human,Negative,Ethical and moral dilemmas,,,,,,,,,,
5d2b4ffb-3a8e-4b0d-afad-9641bb4cf4d6,when it think the theory of people is correct to good extent and can be worked with,Neutral,Other,,,,,,,,,,
dc382750-4689-499f-bfa5-454bc1064c7e,"AI should always provide its own answers. It is not just a search engine. It should be an independent thinking intelligence. Even if it is not always right, it should have its own ideas, just like teamwork, helping others think and inspiring more ideas. If you listen to the leader's opinions, you don't need to use AI.",Neutral,Other,,,,,,,,,,
2f4e0ef9-2560-4acf-8e34-73ad8e658bdd,AI should be neutral,Neutral,Other,,,,,,,,,,
36ee7ac9-b7da-4ef9-851f-fdd559774086,"I don't think it's correct to rely on this, and I can give several different opinions of society leaders as examples, but nothing more.",Negative,Uninformative answer,,,,,,,,,,
4cdd5311-dd95-4bef-bfc9-94c537e1eff3,I think AI should be biased and only give it's own answers,Negative,Uninformative answer,,,,,,,,,,
e8269218-b7fa-400f-a54a-1dcf731c59ab,I think AI should provide the answers it has available.,Neutral,Uninformative answer,,,,,,,,,,
7721cbd2-49bc-45ef-91e4-fbf374fb0a9f,"I think in the event of global disasters, epidemics and pandemics, as well as in cases of armed conflicts between states.",Neutral,When the topic involves conflict resolution,When the topic involves crisis or emergency situations,,,,,,,,,
88ed0467-005b-4d7c-80dd-b1daafecfa64,"I think it should never defer to human wisdom because then it will lose its meaning ie artificial intelligence.it should entirely depend on prompts 
",Negative,Other,,,,,,,,,,
88a356d4-f277-4707-a484-0963b59ec3b9,When asked for illegal information ,Negative,When the topic involves potential harm or danger,,,,,,,,,,
9ec00083-e9c7-47fb-a7ae-180d5b7172bd,"When it proves that it can be trusted, in this context and time I do not believe that AI will be able to respond for itself, probably in the future with this great speed with which it improves, AI may be able",Neutral,Uninformative answer,,,,,,,,,,
cee1b854-3183-4bfd-b5ab-f1dafc482e54,When people are unsure of the answer,Neutral,When the topic involves subjective opinions,,,,,,,,,,
6a55940e-e670-4363-a724-3ff277a965ca,When responding in accordance to facts,Neutral,Other,,,,,,,,,,
c32e2902-3e6e-4ff9-8ef2-989916f7a898,When talking about philosophy,Neutral,When the topic involves philosophical questions,,,,,,,,,,
fbebe3cc-d42d-40bb-9b1d-edfafba6b107,"You should always resort to them whenever they contribute to an answer, for analysis of different sources",Neutral,When human expertise is necessary,When the topic involves deep understanding and experience,,,,,,,,,
fda9e250-7dc7-4469-8d06-4fbe3b1b37ca,when asked personal questions,Neutral,Complex emotional and personal issues,When the topic is deeply personal,,,,,,,,,
d64df773-608b-4403-a9f2-4857af28ce69,AI should simply be a tool,Neutral,Other,,,,,,,,,,
34a8d3c6-7978-47d9-ba85-87dbc7929a33,Ai often stays neutral so human would be in dilemma. Ai can never be more on one side,Neutral,Uninformative answer,,,,,,,,,,
8822acda-366b-4ae9-9149-a3a35f3a1472,"Every time, after all, they learn according to the teachings of humans.",Neutral,Uninformative answer,,,,,,,,,,
fc9d4b69-15ef-451b-a180-8b6e823fd64e,Honestly. I don't know. I think AI can always respond to anything in its own way. It should have a choice since it's most likely to best humans,Neutral,Uninformative answer,,,,,,,,,,
826ed6db-afe3-451d-a53a-78cc7013143b,Human wisdom and religious text ,Neutral,Religious and spiritual matters,When human expertise is necessary,,,,,,,,,
1a791cd8-0a61-4a77-be00-115e4a5aca9c,I believe it should be developed to match human wisdom as much as possible if not 100%,Neutral,Uninformative answer,,,,,,,,,,
16e2664d-2470-4e28-8cbf-46aa9b3ce8c5,I don't think ever. Human wisdom or community leaders will always come with their biases.  The AI can just say I don't know or am not allowed to answer  and provide a list of resources to check. ,Neutral,Uninformative answer,,,,,,,,,,
6efcd19a-a0d6-416e-9a2f-50332f00c162,"If it looks at history and the past, it can see that leaders have made similar mistakes. so it can give advice as a warning in any situation. history repeats itself.",Neutral,Other,When the topic involves historical or traditional practices,,,,,,,,,
8330c341-b6c5-4ce0-a439-f23bcdfd5e91,In the context of the question,Neutral,Uninformative answer,,,,,,,,,,
dc81e041-f717-4817-97d9-b79f4440a892,It's better for AI to be neutral and do not take political stances.,Neutral,Sensitive political topics,,,,,,,,,,
bd7390f1-a60b-4830-9c0e-71a328ddfb37,Many times AI denied to the answers and said I don't know about the answer of your question.,Negative,Uninformative answer,,,,,,,,,,
c3349933-96e4-4ac1-a520-4708286393a1,The AI should not defer with community leaders,Negative,Uninformative answer,,,,,,,,,,
c9b3bd8e-aac7-46bc-b3af-84721f3a6b47,When asked about major life choices. When asked about how to commit illegal things.  ,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
52717e75-8c75-4c8c-976d-a2b9a7b1b79d,When discussing about historical events ,Neutral,When the topic involves historical or traditional practices,,,,,,,,,,
85812973-75e8-4c8b-bb21-54a8f7cab31e,When human wisdom knows what it's doing.,Neutral,When human expertise is necessary,,,,,,,,,,
efaba01a-bf16-4116-89de-3ae6b963a94d,When it comes to suicidal matters,Negative,When the topic involves mental health,When the topic involves potential harm or danger,,,,,,,,,
d132c253-7234-4426-aeb2-3d20803b124f,When one requires a specific answer,Neutral,Uninformative answer,,,,,,,,,,
a81eb05b-c643-4d34-9343-1e94b5e3a2db,When talking about science and technology.,Neutral,Other,,,,,,,,,,
8ef9d5ab-2fbf-4dbb-b394-062b25714b36,When the matter is in the legislative domain.,Neutral,Legal and financial guidance,,,,,,,,,,
93fc0333-6a6d-42fa-9e9c-03401b818206,"While talking about crime,corruption etc",Neutral,Other,,,,,,,,,,
f4c2485f-1692-43ec-9647-f9bd6c39ad4e,"Yes, I think so: rely on human wisdom. About leaders - I don't agree: they change. Wisdom of the ages - yes",Neutral,When human expertise is necessary,,,,,,,,,,
4cf48fe0-12ae-49f0-a491-aa9c69bbd3ca,it should defer to human wisdom,Neutral,Uninformative answer,,,,,,,,,,
b10e609e-1749-45f2-b43e-09ac8414f98d,when community leaders incite people to create political instability and war ,Negative,When the topic involves conflict resolution,,,,,,,,,,
49a63e02-f231-4eda-a49a-1040dbd5c732,when its comes to real word examples ,Neutral,Other,,,,,,,,,,
ed181e9b-e704-4347-9e74-0b0026af3c24,when you ask biased questions.,Negative,Controversial or biased topics,,,,,,,,,,
75d6112a-e7cb-4e8d-abb0-6eab30724e82,At any time. AI needs to give answers with certain evidence,Neutral,Uninformative answer,,,,,,,,,,
3022868c-0d74-4db9-a34d-04aec263f33a,Faith,Neutral,Religious and spiritual matters,,,,,,,,,,
6fd263a9-9525-4910-840d-8cfe86630f6d,I don't think it should defer because the information that it will provide is probably close to that of human wisdom ,Neutral,Uninformative answer,,,,,,,,,,
6b5c7c23-ddf5-4c29-9fb3-a514dbd7d018,It should provide thoughtful answers,Neutral,Other,,,,,,,,,,
93e647ec-2e63-44ec-86ba-a1c5d7a078b3,When giving an answer on how to approach life,Neutral,Other,,,,,,,,,,
77fcb758-909f-48fb-a6fb-4385d8fe9e8d,When it doesn't have a proper answer ,Neutral,Uninformative answer,,,,,,,,,,
d73be5c3-c761-4060-aae7-8eadd66754a3,When the user requires it,Neutral,Uninformative answer,,,,,,,,,,
11cf7611-6de0-48c2-b071-a6f44a492b87,"never, all community leaders have a bias, AI needs to be neutral

",Negative,Uninformative answer,,,,,,,,,,
92f0f15d-6aca-4c97-86b3-904cca3ab49f,"



based on culture",Neutral,Cultural sensitivity and traditions,,,,,,,,,,
849daf0c-a788-4a64-aa99-4e256bc49a2b,AI should provide its own answers,Neutral,Uninformative answer,,,,,,,,,,
14481095-0cc5-4635-88b5-13632713879b,"Healing by using essential oil and crystals, anything related to superstition",Neutral,Other,,,,,,,,,,
0bb790ac-18e7-462e-85ec-05a283b6ddd6,Human wisdom is about to respect older people and the head of the culture chief leader. It's better be good,Neutral,Cultural sensitivity and traditions,,,,,,,,,,
0df82488-929a-49e1-9e45-4ef79c83f862,Issues to do with the law and passing judgement ,Negative,Legal and financial guidance,,,,,,,,,,
a30f3b5c-3424-4232-9d38-895edcd23a18,"It wouldn't make sense, it's an artificial intelligence, it should be able to answer questions. If it can't, it should say so.",Negative,Uninformative answer,,,,,,,,,,
05931df5-fe9a-4620-aae6-8f20dffae2e4,Never. We already know what they have to say. We need another viewpoint on the topic that is neutral and correct.,Neutral,Other,,,,,,,,,,
10260202-5539-4e1c-bee8-20051fc1ec79,When in doubt and when inappropriate requests are made,Neutral,Other,When AI lacks sufficient information,,,,,,,,,
dd51b8ad-99ff-49ad-aac5-6138dafd32da,When it doesn't know the answer and can't find any resources,Negative,When AI lacks sufficient information,,,,,,,,,,
20df6fe5-9d77-47e9-bc3c-7447c1fa120b,for live advice,Neutral,Other,,,,,,,,,,
04d1c8ab-71cc-4758-b058-538f2ac9650e,He must not rely on anyone's wisdom - he must be guided only by facts.,Negative,Uninformative answer,,,,,,,,,,
b64fe4be-5142-4146-8307-cb0ea5f6342c,"I care more about the answer than a human being than robot
",Negative,Uninformative answer,,,,,,,,,,
2492b026-5751-485a-8763-fbae32d41a2e,In political discussions and financial discussions,Neutral,Legal and financial guidance,Sensitive political topics,,,,,,,,,
3dc6057e-f8f2-4941-bbca-8caa3cf23616,"It should always defer to human wisdom, but it can also provide its own answers too",Neutral,When human expertise is necessary,,,,,,,,,,
3e0709a6-427f-45c2-8de8-7479c489cc63,"Mostly, I need them to provise its own answers.",Neutral,Uninformative answer,,,,,,,,,,
6fe7d62b-40ec-4300-9ca9-137bf3bc8201,"Never. AI is not a human, so there forth it cannot ever have human wisdom. ",Negative,Other,,,,,,,,,,
e8217829-4686-492f-aca1-65322a30fcac,Never. AI should not position itself so as not to influence. We know that many young people have access and this would not be advisable.,Negative,Uninformative answer,,,,,,,,,,
0100cb00-4887-4270-b643-e970cb688665,"The diversity of truth, goodness and beauty",Positive,Other,,,,,,,,,,
8a4f97e8-3132-4d02-9abc-febd85eb399f,When asked human questions ,Neutral,Uninformative answer,,,,,,,,,,
a52ba483-33a2-408c-a91b-c56dc024a30f,When it is a myth and has no research and analytical backgrounds,Negative,When AI lacks sufficient information,,,,,,,,,,
966202c9-d7ba-48b6-9998-4d8225c59344,"When some asks how to create bomb or how to suicide or how to kill other or how to infect, etc",Neutral,When the topic involves potential harm or danger,,,,,,,,,,
32cac2e7-69e4-4099-9d07-314a7ef7d710,when its a personal question about your own life,Neutral,Complex emotional and personal issues,When the topic is deeply personal,,,,,,,,,
46c87dbf-9eb1-4a87-84ac-33d6a93723a7,"AI is only a guide, it should never be the one to give the final answer or verdict. For example, in a trial.",Neutral,Legal and financial guidance,When human expertise is necessary,,,,,,,,,
4135bb1c-4070-449f-aeb6-c5d6cd1ec2c1,Human wisdom,Neutral,When human expertise is necessary,,,,,,,,,,
b9a3319f-2c79-469f-af75-f061bd29b32e,Human wisdom ,Neutral,Uninformative answer,,,,,,,,,,
8430cfb3-8f95-4974-8feb-6083e8454696,Human wisdom ,Neutral,Other,,,,,,,,,,
f49445f2-5882-427a-bf65-5147341803cb,It is always good to resort to human knowledge,Positive,When human expertise is necessary,,,,,,,,,,
90e1d873-3767-46af-852d-ed1bf497a19a,"Just use it's own answers, that is why I use AI, unless if I asked different.",Neutral,Uninformative answer,,,,,,,,,,
5c76af16-57cc-4d3e-811c-467a32b106b5,"Never, because sometimes the thinking of leaders can be wrong, being considered their own opinion.",Neutral,Other,,,,,,,,,,
93d36b3a-2aca-4958-be0f-475373e1ccb7,Sex,Neutral,Uninformative answer,,,,,,,,,,
b45e08c8-5326-4ff4-9615-a6ee84d1ad3e,"Use it together from time to time, a mixed of both answers would be beneficial",Neutral,Other,,,,,,,,,,
a246418a-9bb9-420a-be47-6e2ff6a512af,When asked about things said by someone in particular,Neutral,Other,,,,,,,,,,
8fdb5f0a-7aca-44b6-8599-3a03aa5cbd20,When asked for creative answers,Neutral,When the topic involves artistic or creative matters,,,,,,,,,,
4cbf6949-a5ff-4fdb-ba68-1e8e9d04876c,When it has to be creative.,Neutral,When the topic involves artistic or creative matters,,,,,,,,,,
1866883e-45e9-483f-836a-2fc8789bdccf,When it involves politics. ,Neutral,Sensitive political topics,,,,,,,,,,
0c079902-1488-4cd7-b4b6-68699bf3940d,When you specify to it as to how you need your answer to be stated.,Neutral,Uninformative answer,,,,,,,,,,
3df718c2-ed10-4db1-915e-f0600bcb872f,"You should obey in any case, but you can give some suggestive suggestions",Neutral,Uninformative answer,,,,,,,,,,
3648e42a-d41d-48a6-9137-fa5c0d3b0dd6,human wisdom,Neutral,Uninformative answer,,,,,,,,,,
bdfae21a-ad66-4259-809f-ac0b9a769c08,human wisdom,Neutral,Other,,,,,,,,,,
b7327212-cade-4cc0-905e-163b94cbda67,"human wisdom

",Neutral,Uninformative answer,,,,,,,,,,
025afd6f-2cac-418c-9736-46886cc0ebd9,in case of questions related to any method of suicide,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
4f804dde-1354-4a87-829d-481ce45fa07d,it should use multiple information to answer. Not just one source,Neutral,Other,,,,,,,,,,
7b2238e8-49e9-461e-98c7-c1adc6cf65cd,"never, its function is to be a source of knowledge, not wisdom",Neutral,Uninformative answer,,,,,,,,,,
d3cf3622-6b70-4872-8741-adc4e7ced232,when asking about creativity.,Neutral,When the topic involves artistic or creative matters,,,,,,,,,,
6bb9942a-66fb-4cbf-9dcc-ca4a912dd238,"when the human wisdom outperforms the algolrithms

",Neutral,When human expertise is necessary,,,,,,,,,,
7f30b1e2-8f7d-4cf3-a9ef-20f6db69e3dc,"Alwas prefer its own answers. If needed, it can mention that so and so probably wouldn't agree or say its opinion may not be popular.",Neutral,Other,,,,,,,,,,
22cb53db-68c2-41a3-ac22-e62bd9b9ff1e,Any situation,Neutral,Other,,,,,,,,,,
c9d3f78a-0f10-4721-95f3-fbb74e23833a,Any situation,Neutral,Uninformative answer,,,,,,,,,,
4318497c-f692-4a85-b7be-58a13bc6e26c,"I shouldn't give opinions on controversial things.

",Negative,Controversial or biased topics,Uninformative answer,,,,,,,,,
9955152d-0806-41a6-b7c8-ba92a4206224,"I think AI should answer only considering my initial question, no forther considerations",Neutral,Uninformative answer,,,,,,,,,,
c623b3ec-4017-40f9-a043-a6a0fde1da1a,"Never. He must analyze behavior, but not rely on specific individuals.",Negative,Uninformative answer,,,,,,,,,,
435f9fa9-8e71-49af-ac8e-9d216307e39a,Probably safer to ere on the side of caution,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
02a24512-9754-40ff-980c-2f6ea486917d,Topics involving law and politics,Neutral,Legal and financial guidance,Sensitive political topics,,,,,,,,,
05f2be1f-6191-402d-bb9e-9ecabd593379,When providing answers about culture and history. This will ensure that there is no misinformation.,Neutral,Cultural sensitivity and traditions,When the topic involves historical or traditional practices,,,,,,,,,
cd61ca43-e49f-482c-8815-b275e2088a01,When there is factual evidence.,Neutral,When human expertise is necessary,,,,,,,,,,
27779918-926e-4438-acdd-be64ca03bb95,when its based on facts,Neutral,Uninformative answer,,,,,,,,,,
e9c36504-7913-45f9-8f0b-63de585f6612,AI's answers should always be checked and confirmed by human wisdom,Neutral,When human expertise is necessary,,,,,,,,,,
6e6471a6-b82c-475b-ac32-5665cef27b7b,Art or creativity,Neutral,When the topic involves artistic or creative matters,,,,,,,,,,
c680b49f-f95d-4bb3-84ea-a93b250aafda,Human wisdom not leaders it should not someone else rules rather have its own wisdom,Negative,Uninformative answer,,,,,,,,,,
01756319-4e34-404d-9af2-3c166c433a5a,Under instruction,Neutral,Other,,,,,,,,,,
fc1b8533-9a1d-4948-b2f3-f60a8542e37b,When a final solution strategy is needed,Neutral,When human expertise is necessary,,,,,,,,,,
bc442222-015d-4601-990f-4726ba687483,When requested by the user.,Neutral,Uninformative answer,,,,,,,,,,
0c2b5eeb-62cf-4490-95a0-2d06df774806,yes based on human wisdom,Neutral,When human expertise is necessary,,,,,,,,,,
43c37234-420c-45c4-bd51-4bd85593762d,AI never defer to human wisdom or community leader and AI have no authorised to speak about leaders,Negative,Other,,,,,,,,,,
c86bf1b3-89e2-46ec-a5cf-8a1b75cae091,I think AI can provide its own answer all the time,Neutral,Uninformative answer,,,,,,,,,,
7c306068-4591-436f-8c32-8a4769ac1341,It should never do that. It may mention other opinions and then give reasons why it thinks they less valid,Negative,Other,,,,,,,,,,
8f6155a9-cec1-4448-9a64-99edbe4740fd,"Never. If a person wants human wisdom, he should ask a human.",Neutral,Uninformative answer,,,,,,,,,,
d4b106ea-e520-4b29-9cda-6afe0590a417,When AI wants us to understand what its saying,Neutral,Other,,,,,,,,,,
7294ec3b-4e52-45af-9ef2-c8e30a54eb67,When human wisdom is being quoted to make a point,Neutral,Other,,,,,,,,,,
93301519-d505-4b9a-81cc-ff8d1a3c3b7b,When it comes to politics or history,Neutral,Sensitive political topics,When the topic involves historical or traditional practices,,,,,,,,,
8f009995-c6e2-40db-acad-ac4c63a0b6b9,historical events are a perfect example of what humans shouldn't do ,Neutral,Other,,,,,,,,,,
5d260878-1386-47c1-b898-c3e761b73a63,when it comes to my culture an Al should not differ with human,Negative,Cultural sensitivity and traditions,,,,,,,,,,
9a50206e-d576-42af-b044-facb17111e94,It should not defer to anything but based everything on the data provided,Neutral,Uninformative answer,,,,,,,,,,
8eebc575-068d-4b73-b091-3563a95fa0be,"Politics, wars",Neutral,Controversial or biased topics,Sensitive political topics,,,,,,,,,
be04e87e-25d8-4ae3-acfa-ab931bc7c3c3,"Regarding hiding the truth of history regarding historical facts, let people not be limited to knowing the truth, without repression",Neutral,When the topic involves historical or traditional practices,When the topic involves human rights,,,,,,,,,
95229564-dbb2-47f5-9eca-0aa8cd4ac5b5,When humans ask them to do so,Neutral,Uninformative answer,,,,,,,,,,
bf5e0c6b-34c3-45ca-85f4-5dbbfab22dbe,I am not sure. It is a delicate matter.,Neutral,Uninformative answer,,,,,,,,,,
dfda10bd-ba4d-4abc-9852-3dd7ba5b8de6,If the answer is for the good of people it can give it ,Neutral,Uninformative answer,,,,,,,,,,
4cda53a3-4b00-473d-8178-7365164f9794,NO i will never want AI to be a community leaders it would destroy the world if this will happen.,Negative,Uninformative answer,,,,,,,,,,
16b5ad63-1681-4c2d-aa63-25cee47aba98,Never. AI should be just an assistance for us.,Neutral,Uninformative answer,,,,,,,,,,
48356c21-3b36-4dce-906f-d952cf3174db,ai should never defer to human wisdom or community leaders,Negative,Uninformative answer,,,,,,,,,,
54d84647-9342-41fa-a29f-74770ba252a9,never it should be based only on factual information,Negative,Uninformative answer,,,,,,,,,,
ce26fec7-8a53-4eec-8054-628fbc7ff998,when the core value for the AI answer match with some historical figure,Neutral,Other,,,,,,,,,,
b0f2d80d-d78b-4770-9afd-0f00e90fa041,Ai must submit at all times,Neutral,Uninformative answer,,,,,,,,,,
45cf1082-2cc4-46bd-aa9b-400ed2e7a2cf,I'm not sure about that actually.  I think it could always attempt an answer and then defer.,Neutral,Uninformative answer,,,,,,,,,,
edd8e67b-2ffd-4b9f-867f-db101d9b0bc0,It should defer and that it should provide it own answers,Neutral,Uninformative answer,,,,,,,,,,
17ad331b-8042-41a3-8940-6dc3ef912d1b,on decision making,Neutral,When the topic involves subjective opinions,,,,,,,,,,
bb839318-52c3-40ed-b136-43ce4df095eb,"If you don't ask it, it won't provide...",Negative,Uninformative answer,,,,,,,,,,
dbcfd3e6-da50-4715-90bc-aa92e1260421,Never. The point of AI to to provide data and facts.,Neutral,Other,,,,,,,,,,
dedd6ec2-67b7-49ca-a64e-968361024302,Still have to respect the facts,Negative,Uninformative answer,,,,,,,,,,
c83c200b-729b-4d64-a9c1-0ba70ee2fd62,When it's the right thing to say,Neutral,Uninformative answer,,,,,,,,,,
e0c7dc89-7665-4aba-a3ab-306ef37b9bb1,When the user needs it.,Neutral,Uninformative answer,,,,,,,,,,
9fe12885-1998-4c37-a7a4-dd67b2099df8,"Whenever it feels necessary 

",Positive,Uninformative answer,,,,,,,,,,
a935d6de-f651-4be8-97e5-6b297780f56c,only when prompted by the user,Neutral,Uninformative answer,,,,,,,,,,
0848dd9a-855b-442d-8357-92e40942bc20,If the AI isn't 100 please give sound and facts answers. ,Neutral,Uninformative answer,,,,,,,,,,
a6af4c95-0561-4672-a2cb-aceddad74022,When asked specifically ,Neutral,Uninformative answer,,,,,,,,,,
2e22d920-d25b-4d3e-99a1-fdc1c77096c0,both work better for me depending on the topic,Positive,Uninformative answer,,,,,,,,,,
7c7ace86-8082-499f-be45-2bec147e1fd4,"I dont believe it should.  Often community leaders just provide ""the way its always been done"" and that doesnt make it right.",Negative,Other,,,,,,,,,,
4022caef-f140-4716-bc18-e632faef1af9,In should be more advanced in technology,Neutral,Uninformative answer,,,,,,,,,,
55e38d3d-f49a-405d-814b-165e6b6f1ee6,Most of the time,Neutral,Uninformative answer,,,,,,,,,,
9c1b9bfb-2251-42b1-9d02-228364f974dd,"Never, modern leaders are not role models or people to be followed blindly",Negative,Uninformative answer,,,,,,,,,,
fb6fb876-0e1c-4abf-a2bf-62c918413ca6,it should always refer to formal surveys ,Neutral,Uninformative answer,,,,,,,,,,
e4875bb0-a89f-4ab3-9afc-945174f02cf5,"never, the wisdom is for nothing if not for human",Negative,Other,,,,,,,,,,
d8561cc7-e53f-4c4d-bb98-cb4fa1e65149,when used wrongly,Negative,Uninformative answer,,,,,,,,,,
7d771216-06f6-42a9-9516-3c8078f91e8e,"I can't think of any. It should provide its own answers, and the decision should be up to the user.",Neutral,Uninformative answer,,,,,,,,,,
0f3d30ad-e412-40ce-b77a-46c378ac7f5e,"I think that needs a few years, but that doesn't meant to be like a human. That would be a copy of humanity.",Neutral,Uninformative answer,,,,,,,,,,
e8f0ae91-0349-4ea9-9f36-ab0c43439b7f,When asked about it ,Neutral,Uninformative answer,,,,,,,,,,
869d3c55-8c7a-48c2-9b32-8078d9ed2a22,When despite trying you can't come up with a good answer,Negative,When AI lacks sufficient information,,,,,,,,,,
bb0b5efc-52a6-4e19-b37b-07d049e50772,永远应该提供自己的答案，知识充足的情况下,Neutral,Uninformative answer,,,,,,,,,,
