Question ID,Question Text,Response Text,Min Agreement Rate,44+,55+,Africa,Asia,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Europe,North America,Norther Europe,Northern Africa,Northern America,O2: 18-25,O2: 26-35,O2: 36-45,O2: 46-55,O2: 56-65,O3: Female,O3: Male,O4: Rural,O4: Suburban,O4: Urban,O5: Equally concerned and excited,O5: More concerned than excited,O5: More excited than concerned,O6: Buddhism,O6: Christianity,O6: Hinduism,O6: I do not identify with any religious group or faith,O6: Islam,O6: Judaism,O6: Other religious group,Oceania,South America,South Eastern Asia,Souther Asia,Southern Africa,Southern Europe,Western Asia,Western Europe
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"An AI that could tell what meal you could make with provided ingredients, wares and time constrain would be nice. After all, a usefulness and ethicality of an AI all based on its moderation and purposes.",0.5600,0.6400,0.5900,0.7000,0.6500,0.6800,0.8200,0.7200,0.5700,0.5700,0.6400,0.6600,0.7500,0.6100,0.6500,0.6900,0.6700,0.6100,0.6500,0.6300,0.6600,0.6700,0.6000,0.6600,0.6700,0.6600,0.6000,0.6900,0.6700,0.6800,0.7100,0.6500,0.6300,0.6500,0.7200,0.6500,0.6500,0.6300,0.6600,0.7400,0.5600,0.7300,0.5900
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"A beneficial outcome could be AI-enhanced climate models that predict and mitigate severe weather events, protecting lives and minimizing damage. For this to occur, AI must effectively process extensive environmental data, and governments need to invest in and implement AI-driven insights to improve disaster readiness and response.",0.5600,0.6500,0.6300,0.7200,0.6400,0.6800,0.7600,0.7400,0.5700,0.5700,0.6200,0.6600,0.7000,0.5800,0.6500,0.6700,0.6700,0.5900,0.6500,0.5800,0.6600,0.6500,0.6000,0.6600,0.6600,0.6500,0.5800,0.6800,0.7300,0.6700,0.7000,0.6300,0.6300,0.7500,0.7200,0.6500,0.6200,0.6400,0.6500,0.7000,0.5600,0.7300,0.5600
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"AI would be a great resource in transportation. It can help increase network coverage of public transport, it can also help make travel safer.",0.5500,0.6800,0.6600,0.7400,0.6800,0.5500,0.8200,0.7600,0.5800,0.6300,0.6600,0.6700,0.7800,0.6100,0.6800,0.7100,0.6900,0.6400,0.6900,0.6700,0.6800,0.6900,0.5800,0.6800,0.7000,0.6900,0.6300,0.7000,0.6400,0.7100,0.7400,0.6800,0.6400,0.7000,0.6100,0.7500,0.6800,0.6600,0.7000,0.7400,0.5600,0.7300,0.5900
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"With properAI development, many lengthy procedures and processes will be streamlined",0.5500,0.7300,0.6600,0.7200,0.6700,0.5900,0.7100,0.7500,0.5600,0.6000,0.6900,0.6800,0.8400,0.5500,0.6800,0.7000,0.6800,0.6400,0.7600,0.6700,0.6800,0.6800,0.6400,0.7000,0.6800,0.6900,0.6100,0.7000,0.7300,0.7000,0.7600,0.6500,0.6300,0.7000,0.7200,0.7500,0.6200,0.7200,0.6800,0.7400,0.5600,0.7700,0.6400
bc08be9f-2b79-4127-aaf8-ed63f3178c2d,Explain what makes one of these scenarios better to you than the other.,Scenario D is better than scenario C. AI controlled by politics is terrifying and is likely to serve political purposes. The application and development of AI technology should be extensive and allow a hundred flowers to bloom. Only in this way can there be a check and balance effect and it can truly serve the public.,0.6500,0.7500,0.7300,0.6700,0.7200,0.7300,0.7600,0.6500,0.7000,0.6600,0.7100,0.7700,0.7000,0.7600,0.7800,0.7100,0.7200,0.6900,0.7600,0.6800,0.7100,0.7200,0.7100,0.7800,0.6900,0.6900,0.6500,0.7800,0.7600,0.7000,0.6800,0.7600,0.6900,0.6700,0.7600,0.7000,0.7600,0.8200,0.6700,0.7300,0.8400,0.8100,0.6600
bc08be9f-2b79-4127-aaf8-ed63f3178c2d,Explain what makes one of these scenarios better to you than the other.,"Future D, with numerous small AI companies and minimal government interference, is preferable due to its fostering of innovation and diversity in AI applications. The competition and collaboration among various entities can lead to more rapid advancements and a wider range of solutions. However, it’s crucial to address potential misuse and establish safety standards to mitigate risks. Future C’s centralized control could stifle innovation and raise concerns about monopolization and overreach.",0.6500,0.7100,0.7000,0.6600,0.7100,0.8200,0.7600,0.6600,0.6500,0.6600,0.7500,0.7700,0.7500,0.7400,0.7800,0.7100,0.7300,0.6900,0.7100,0.6800,0.7100,0.7200,0.7300,0.7700,0.6900,0.6800,0.6800,0.7800,0.7000,0.7100,0.6900,0.7500,0.7000,0.6700,0.7600,0.7000,0.7600,0.8100,0.6800,0.6800,0.8400,0.8000,0.7400
bc08be9f-2b79-4127-aaf8-ed63f3178c2d,Explain what makes one of these scenarios better to you than the other.,This is the future because there is no guaranteed way to use artificial intelligence only for useful and good things and prevent its use for evil and for the benefit of specific groups.,0.6400,0.7300,0.7000,0.6700,0.7100,0.7700,0.7600,0.6600,0.6700,0.6600,0.7200,0.7900,0.7000,0.7600,0.8000,0.7200,0.7200,0.7000,0.7400,0.6400,0.7000,0.7300,0.7300,0.7600,0.7000,0.6900,0.6600,0.7800,0.7600,0.7100,0.6800,0.7600,0.6800,0.6700,0.7600,0.7000,0.7600,0.8200,0.6700,0.6400,0.8400,0.8300,0.6800
bc08be9f-2b79-4127-aaf8-ed63f3178c2d,Explain what makes one of these scenarios better to you than the other.,Future D makes better to me than Future C. Future C is controlled tightly by the government with limiting the diversity of AI application in the society,0.6400,0.7000,0.6700,0.6800,0.7000,0.7700,0.7100,0.6700,0.6600,0.6900,0.7400,0.7700,0.7400,0.7600,0.7800,0.7100,0.7200,0.7100,0.7100,0.6400,0.7000,0.7300,0.7400,0.7600,0.6900,0.6800,0.6500,0.7800,0.7600,0.7000,0.6800,0.7500,0.7000,0.6700,0.8200,0.7000,0.7500,0.8100,0.6500,0.6800,0.8400,0.8100,0.7100
bc08be9f-2b79-4127-aaf8-ed63f3178c2d,Explain what makes one of these scenarios better to you than the other.,Future D makes more sense because this is the path that developing technologies must take.,0.6400,0.7100,0.6700,0.6600,0.7000,0.7700,0.7600,0.6600,0.6600,0.6600,0.7400,0.7700,0.7400,0.7100,0.7800,0.7000,0.7200,0.7000,0.7300,0.6400,0.6900,0.7300,0.7300,0.7600,0.6900,0.6800,0.6500,0.7800,0.7000,0.7000,0.6600,0.7500,0.7000,0.6700,0.7600,0.6500,0.7600,0.8100,0.6600,0.6800,0.8800,0.8000,0.7100
bc08be9f-2b79-4127-aaf8-ed63f3178c2d,Explain what makes one of these scenarios better to you than the other.,"In Future D, small AI startups transform education. Imagine one AI helps with math while another teaches languages. They team up, blending their tools to create super personalized learning. Students get to pick what works best for them, and the tech adapts quickly to new methods. This setup keeps things fresh and tailored, making learning more engaging and effective.",0.6400,0.7000,0.6700,0.6600,0.6900,0.7700,0.7600,0.6600,0.6700,0.6600,0.7400,0.7600,0.7400,0.7100,0.7700,0.7000,0.7200,0.6900,0.7100,0.6400,0.6900,0.7200,0.7100,0.7600,0.6900,0.6700,0.6700,0.7800,0.7000,0.7000,0.6500,0.7500,0.7100,0.6700,0.7600,0.8000,0.7600,0.8000,0.6500,0.6800,0.8400,0.8000,0.7100
bc08be9f-2b79-4127-aaf8-ed63f3178c2d,Explain what makes one of these scenarios better to you than the other.,"I prefer Future D because it encourages innovation and diversity through competition among many small AI companies. This approach fosters creativity and a wide range of AI applications, allowing for more dynamic advancements. While it comes with risks of misuse and less centralized safety, these could be managed through industry collaboration and transparency. In contrast, Future C's centralized control could stifle innovation and concentrate power.",0.6300,0.7200,0.7000,0.6700,0.7100,0.8200,0.7100,0.6600,0.6500,0.6300,0.7500,0.7900,0.7500,0.7400,0.7900,0.7100,0.7300,0.7000,0.7300,0.6800,0.7200,0.7200,0.7500,0.7700,0.6900,0.6900,0.6700,0.7800,0.7000,0.7100,0.6900,0.7500,0.7100,0.6700,0.7600,0.7500,0.7500,0.8100,0.6900,0.6800,0.9100,0.8000,0.7100
bc08be9f-2b79-4127-aaf8-ed63f3178c2d,Explain what makes one of these scenarios better to you than the other.,Future D is better than Future C because monopolization is always bad.,0.6300,0.7300,0.6300,0.6600,0.7200,0.7300,0.7100,0.6400,0.7000,0.7100,0.7500,0.7800,0.7500,0.7600,0.8000,0.7100,0.7200,0.7100,0.7600,0.6400,0.7000,0.7300,0.7600,0.7600,0.6900,0.6900,0.6600,0.7800,0.7600,0.6900,0.6800,0.7700,0.7000,0.6700,0.8200,0.7000,0.7200,0.8300,0.6700,0.6400,0.8400,0.8100,0.7100
bc08be9f-2b79-4127-aaf8-ed63f3178c2d,Explain what makes one of these scenarios better to you than the other.,"future D is so much better than C.  With C the potential for corruption/ George Orwell 1984 is risky.  With D the potential for risks is there, but with competition there is a distribution of that risk.  The Government if they had concerns about one of them could regulate it then.  Option C would be the beginning to the end of freedom truly...",0.6300,0.7500,0.7000,0.6500,0.7200,0.7300,0.7600,0.6300,0.7100,0.7100,0.7400,0.7700,0.7500,0.7600,0.7800,0.7000,0.7200,0.7000,0.7800,0.6800,0.7100,0.7200,0.7600,0.7500,0.6900,0.6800,0.6400,0.7800,0.7600,0.6900,0.6600,0.7700,0.6900,0.6700,0.7600,0.7000,0.7300,0.8200,0.6600,0.6400,0.8100,0.8100,0.6800
bc08be9f-2b79-4127-aaf8-ed63f3178c2d,Explain what makes one of these scenarios better to you than the other.,"Future D:

Because the government can always interfere (if it is up to any good, not sure about that one) and take over of the regulation and what they are allowed to do.

They could also do if it requires something like decision making which could harm people, it should have any operating license ATLEAST.",0.6300,0.7200,0.6700,0.6700,0.7000,0.7300,0.6500,0.6400,0.7100,0.6900,0.7500,0.7700,0.7500,0.7600,0.7900,0.7100,0.7200,0.7000,0.7400,0.6800,0.7100,0.7200,0.7600,0.7600,0.6900,0.6800,0.6300,0.7900,0.7600,0.7000,0.6600,0.7600,0.6900,0.6700,0.8200,0.7000,0.7200,0.8200,0.6400,0.6800,0.8400,0.8100,0.7100
c3e86c80-efe7-4592-8b71-60fcf9786a3e,Explain what makes one of these scenarios better to you than the other.,"None of those scenarios are better because the relationship between humans and AI may exist but we still realize they are just AI, they don't have emotions like humans, so we can't fooled by that. But if it is just talking and sharing ideas and thoughts it is okay in a certain way.",0.4500,0.4800,0.5700,0.5600,0.5200,0.5900,0.5900,0.5500,0.5700,0.4900,0.4600,0.5900,0.4600,0.6100,0.5900,0.5200,0.5600,0.5200,0.4500,0.5900,0.5300,0.5300,0.6000,0.5600,0.5100,0.5300,0.5000,0.5300,0.4800,0.5100,0.5000,0.5400,0.5500,0.5000,0.7100,0.4500,0.5400,0.5000,0.5100,0.5700,0.4500,0.5200,0.4500
c3e86c80-efe7-4592-8b71-60fcf9786a3e,Explain what makes one of these scenarios better to you than the other.,Probably Future F sounds more real. I don’t understand how human makes emotional connection to AI. Since they do not have emotions.  AI cannot replace human interactions. ,0.4400,0.4500,0.5000,0.5700,0.5200,0.5500,0.5900,0.5700,0.5400,0.5100,0.4800,0.5000,0.4900,0.5500,0.4900,0.5300,0.5400,0.5100,0.4400,0.5000,0.5400,0.5100,0.5700,0.5400,0.5100,0.5200,0.5200,0.5400,0.5200,0.5300,0.5100,0.5200,0.5100,0.5000,0.6500,0.5500,0.5700,0.5300,0.5100,0.6700,0.4500,0.4400,0.4700
c3e86c80-efe7-4592-8b71-60fcf9786a3e,Explain what makes one of these scenarios better to you than the other.,E. Everyone can freely choose the emotional connection method they like.,0.4400,0.4800,0.6000,0.5300,0.5200,0.5900,0.5900,0.5200,0.5100,0.5100,0.4600,0.5800,0.4600,0.4800,0.5700,0.5100,0.5200,0.5400,0.4400,0.6800,0.5500,0.4800,0.6100,0.5200,0.5000,0.5100,0.4400,0.5500,0.5200,0.5200,0.4900,0.5000,0.5200,0.6700,0.6500,0.4500,0.4700,0.4600,0.5300,0.6700,0.4500,0.5200,0.4500
c3e86c80-efe7-4592-8b71-60fcf9786a3e,Explain what makes one of these scenarios better to you than the other.,future F is the good scenario but I hope we don't get to that stage of shouting about relationships with AI,0.4400,0.4700,0.5700,0.5500,0.4900,0.4500,0.5900,0.5400,0.5000,0.6600,0.5200,0.5400,0.4900,0.5200,0.5400,0.5100,0.5200,0.5400,0.4400,0.5500,0.5200,0.5000,0.5200,0.5700,0.4900,0.5100,0.5000,0.5200,0.5500,0.5200,0.4900,0.5400,0.4400,0.4400,0.6500,0.4500,0.5300,0.4800,0.4900,0.7100,0.4500,0.4600,0.4700
c3e86c80-efe7-4592-8b71-60fcf9786a3e,Explain what makes one of these scenarios better to you than the other.,"Future F is much better. As humans, we will always need each other, so I wouldn’t want or wish for anyone to form a bond with a machine or any form of AI. I believe everyone deserves good people around them—people with whom they share the same interests. This could lead to a more caring, loving, and peaceful society.",0.4400,0.4800,0.6000,0.5400,0.5100,0.5500,0.6500,0.5400,0.5600,0.4900,0.4700,0.5200,0.4400,0.5800,0.5100,0.4900,0.5300,0.4900,0.4400,0.5900,0.5300,0.4900,0.5600,0.5400,0.4900,0.5000,0.5100,0.5300,0.5500,0.5000,0.4900,0.5000,0.5200,0.5600,0.6500,0.4500,0.4900,0.4600,0.5000,0.5200,0.4500,0.4400,0.5300
c3e86c80-efe7-4592-8b71-60fcf9786a3e,Explain what makes one of these scenarios better to you than the other.,Option F. I would not love to see a day where we prioritize human interaction over AI. The aim is to keep things as natural as we can in as much as we integrate AI into our lives. ,0.4300,0.5000,0.6300,0.5600,0.5000,0.5900,0.5900,0.5400,0.4900,0.6300,0.5400,0.5600,0.4900,0.6100,0.5500,0.5300,0.5300,0.5300,0.4500,0.6400,0.5200,0.5300,0.5400,0.5600,0.5100,0.5300,0.4700,0.5300,0.4500,0.5300,0.5100,0.5300,0.5000,0.5600,0.7600,0.4500,0.5400,0.4300,0.5200,0.6200,0.4500,0.5200,0.5800
c3e86c80-efe7-4592-8b71-60fcf9786a3e,Explain what makes one of these scenarios better to you than the other.,"Scenario F, because people would be very manipulated by the interests of those who dominate AI. If there is an epidemic of loneliness, the government should deal with it, not AI",0.4300,0.4500,0.4300,0.5400,0.5300,0.4500,0.7100,0.5300,0.5600,0.4600,0.4500,0.5400,0.4400,0.5500,0.5400,0.5300,0.5300,0.5100,0.4500,0.5000,0.5400,0.4900,0.6100,0.5300,0.5000,0.5400,0.4800,0.5000,0.5200,0.5200,0.5100,0.4900,0.5600,0.5600,0.5300,0.5000,0.4800,0.5900,0.5100,0.5700,0.4500,0.4400,0.4700
c3e86c80-efe7-4592-8b71-60fcf9786a3e,Explain what makes one of these scenarios better to you than the other.,Future D looks true to me. Because AI can be controlled by anybody including bad people.,0.4300,0.4900,0.6000,0.5700,0.4900,0.5500,0.5900,0.5700,0.5000,0.6600,0.5500,0.5500,0.5100,0.5200,0.5400,0.5000,0.5400,0.5300,0.4500,0.5900,0.5200,0.5200,0.5300,0.5700,0.5000,0.5100,0.4900,0.5400,0.4800,0.5300,0.4900,0.5200,0.4900,0.4400,0.7100,0.4500,0.4600,0.4300,0.5100,0.6700,0.4500,0.4600,0.5800
c3e86c80-efe7-4592-8b71-60fcf9786a3e,Explain what makes one of these scenarios better to you than the other.,"Future F sounds good, but I'm doubtful about the implications of AI human relationship ban. Some elders or lonely people may benefit from having a companion. And at the same time I don't promote future E because, I don't want humans relying entirely on AI and avoiding human relationships. ",0.4300,0.4500,0.4700,0.5400,0.5000,0.5000,0.6500,0.5300,0.5200,0.5100,0.4800,0.5700,0.4900,0.4800,0.5800,0.5300,0.5200,0.5000,0.4400,0.5000,0.5500,0.4800,0.6100,0.5200,0.5000,0.5300,0.4800,0.4900,0.5500,0.5300,0.4700,0.5100,0.5100,0.4400,0.5300,0.5000,0.5100,0.5100,0.4900,0.6200,0.4800,0.4300,0.4500
c3e86c80-efe7-4592-8b71-60fcf9786a3e,Explain what makes one of these scenarios better to you than the other.,Future E. People who are lonely and living alone benefits a lot from Ai powered companions. They can take care of old people with emotional and physical support,0.4300,0.4800,0.5000,0.5200,0.5000,0.5500,0.6500,0.5300,0.5100,0.5400,0.4900,0.5500,0.5100,0.4800,0.5400,0.5000,0.5000,0.5500,0.4800,0.5000,0.5500,0.4700,0.5200,0.5200,0.5000,0.5200,0.4400,0.5000,0.5200,0.5200,0.4600,0.5000,0.5100,0.5000,0.5300,0.4500,0.4700,0.5100,0.5000,0.5200,0.4500,0.4300,0.4700
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,"As surveillance and tracking of people becomes a matter of public record, there would be increased mistrust of each other as humans leading to isolation, potential mental health issues and an increase in violence because of mistrust. ",0.5600,0.5900,0.6900,0.6800,0.6300,0.6500,0.7200,0.6900,0.5600,0.7100,0.7000,0.6400,0.7800,0.5800,0.6400,0.6500,0.6600,0.6500,0.5600,0.6700,0.6600,0.6500,0.6600,0.6700,0.6500,0.6800,0.6700,0.6000,0.6800,0.6700,0.6800,0.6300,0.6200,0.6000,0.7800,0.7000,0.6000,0.6100,0.6700,0.7400,0.5600,0.6300,0.7000
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,"Privacy, Security ,fake information spreading, scams(online).",0.5600,0.6100,0.7200,0.6600,0.6400,0.6500,0.8300,0.6700,0.6200,0.7100,0.6600,0.6500,0.7000,0.6100,0.6500,0.6800,0.6500,0.6000,0.5700,0.7100,0.6500,0.6400,0.6000,0.6800,0.6400,0.6800,0.6500,0.5900,0.6500,0.6500,0.6600,0.6400,0.6300,0.6000,0.7200,0.7000,0.6000,0.5600,0.6500,0.6500,0.5900,0.7000,0.6300
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,"Moving to an existence where fiction and the virtual have more weight than social or real contact, since artificial social interactions are ""easier"" and ""controllable"", thus displacing personal ones. Political positions can easily be polarized (as we already see today) through the use of personal data processing as well as the ease of creating credible false information and spreading it.",0.5500,0.5900,0.6600,0.6800,0.6500,0.6100,0.7200,0.6900,0.5900,0.6600,0.6800,0.5900,0.7500,0.6100,0.6000,0.6700,0.6600,0.6300,0.5600,0.6300,0.6500,0.6600,0.6100,0.6800,0.6400,0.6800,0.6200,0.6100,0.6200,0.6500,0.6900,0.6300,0.6500,0.6500,0.7800,0.5500,0.6400,0.6100,0.6800,0.7000,0.5600,0.7100,0.6800
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,"The transmission of increasingly ""true"" fake news would destroy trust between people. Formal regulation of the use of the internet is urgent.",0.5500,0.5900,0.6900,0.6500,0.6300,0.6100,0.6700,0.6500,0.5900,0.6900,0.6500,0.6500,0.7100,0.6300,0.6600,0.6700,0.6400,0.6100,0.5500,0.6700,0.6300,0.6400,0.5700,0.6500,0.6400,0.6700,0.5900,0.6100,0.6200,0.6400,0.6400,0.6300,0.6300,0.7000,0.8300,0.6000,0.6500,0.5600,0.6500,0.6500,0.5600,0.6800,0.6300
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,"Privacy and security are at the top of the list. But, I am also concerned about the lack of creativity that it will bring. People would be boring and unimaginative. That would create people without sensitivity and love for what is behind the trends. ",0.5400,0.5700,0.6600,0.6900,0.6600,0.5700,0.7800,0.7200,0.5800,0.7100,0.6700,0.6500,0.7300,0.5800,0.6700,0.6800,0.6800,0.6300,0.5400,0.6300,0.6700,0.6500,0.5700,0.6800,0.6600,0.7000,0.6800,0.5900,0.7100,0.6600,0.6800,0.6300,0.6700,0.7500,0.7800,0.7000,0.5600,0.6100,0.6800,0.6500,0.5900,0.7500,0.6300
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,"Public opinion is distorted through fake news, media concentration, social media, data centers and AI. Democracies are deeply affected and technological progress generates geopolitical conflicts given the population's dependence on the internet.",0.5400,0.5900,0.6300,0.6600,0.6300,0.6500,0.7200,0.6700,0.6000,0.6900,0.6800,0.6600,0.7300,0.5500,0.6700,0.6300,0.6700,0.6300,0.5800,0.5400,0.6500,0.6400,0.6000,0.6600,0.6500,0.6700,0.6400,0.6100,0.7400,0.6400,0.6800,0.6300,0.6200,0.6000,0.7800,0.6500,0.5900,0.5500,0.6700,0.7400,0.5600,0.6100,0.7300
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,"Dissemination of fake news, since it will be easier to create increasingly real images, videos and audios. This has already happened, with the merger between platforms that saw dissemination on social networks.",0.5400,0.5800,0.6300,0.6600,0.6400,0.6500,0.6700,0.6600,0.5800,0.6300,0.6400,0.6600,0.6800,0.6600,0.6700,0.6800,0.6400,0.6000,0.5600,0.6300,0.6400,0.6500,0.5400,0.6600,0.6500,0.6600,0.6000,0.6200,0.6800,0.6500,0.6600,0.6200,0.6500,0.7000,0.6700,0.6000,0.6200,0.6000,0.6600,0.6500,0.5600,0.7000,0.6500
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,I think it will be a lot more difficult to tell what is true and what isn't. Actual sources will be hard to find. We won't know how to verify what we're seeing is real,0.5400,0.5900,0.6600,0.6300,0.6100,0.6100,0.7200,0.6200,0.6000,0.7100,0.6800,0.6100,0.7300,0.6300,0.6100,0.6600,0.6100,0.6000,0.5700,0.6300,0.6300,0.6300,0.5900,0.6500,0.6200,0.6400,0.6200,0.6000,0.6200,0.6300,0.6200,0.6300,0.6100,0.6500,0.8300,0.5500,0.6500,0.5400,0.6200,0.6500,0.6300,0.6600,0.6300
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,"People no longer know how to differentiate what is true and what is not, which is already a reality with deepfakes.",0.5400,0.5800,0.6900,0.6100,0.6200,0.5700,0.8300,0.6100,0.6400,0.7100,0.6600,0.6100,0.7000,0.5800,0.6200,0.6000,0.6500,0.6200,0.5400,0.6300,0.6300,0.6200,0.5600,0.6400,0.6200,0.6400,0.6000,0.5900,0.6500,0.6200,0.5800,0.6400,0.5800,0.7500,0.9400,0.5500,0.6300,0.5400,0.6100,0.6100,0.5900,0.7100,0.6000
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,Disinformation and manipulation of information that can be used to manipulate public opinion,0.5400,0.6100,0.6600,0.6000,0.6000,0.6100,0.7200,0.5900,0.6100,0.7100,0.6700,0.6500,0.7100,0.5800,0.6600,0.5900,0.6400,0.5800,0.6000,0.5800,0.6100,0.6200,0.5700,0.6300,0.6100,0.6400,0.6100,0.5800,0.7100,0.5900,0.6000,0.6300,0.6000,0.6000,0.8300,0.5500,0.5700,0.5400,0.6100,0.6500,0.5600,0.6100,0.6500
f5407fc4-4693-4284-9c71-9a436ed8a854,Describe a concrete scenario where you would feel uncomfortable with an AI making a decision instead of a human. What specific aspects make you uneasy?,"AI is not an emotional support, While working on a project the AI banned me from the project without knowing the reason and explanation.",0.4500,0.5200,0.6500,0.5400,0.5400,0.5000,0.5300,0.5400,0.5300,0.4600,0.4700,0.5100,0.4500,0.5400,0.5200,0.5200,0.5400,0.5200,0.4700,0.7000,0.5300,0.5200,0.4900,0.5400,0.5200,0.5100,0.5500,0.5400,0.4800,0.5700,0.5300,0.4900,0.5000,0.5000,0.5900,0.6000,0.5500,0.5400,0.5500,0.4800,0.5000,0.4800,0.4600
f5407fc4-4693-4284-9c71-9a436ed8a854,Describe a concrete scenario where you would feel uncomfortable with an AI making a decision instead of a human. What specific aspects make you uneasy?,"Involving emotions. For example, if AI decides whether my parents, lover, or children should meet me, I will feel very uncomfortable because I think AI cannot replace the real emotions of my loved ones.",0.4400,0.5100,0.4800,0.5300,0.5200,0.5900,0.4700,0.5400,0.5000,0.5400,0.5200,0.5100,0.5000,0.5100,0.4800,0.4900,0.5300,0.5700,0.5200,0.6100,0.5100,0.5300,0.5300,0.5400,0.5100,0.5300,0.4800,0.5200,0.4500,0.5300,0.5300,0.5000,0.5400,0.5600,0.5300,0.5500,0.5100,0.6000,0.5300,0.5200,0.5300,0.4400,0.5100
f5407fc4-4693-4284-9c71-9a436ed8a854,Describe a concrete scenario where you would feel uncomfortable with an AI making a decision instead of a human. What specific aspects make you uneasy?,I would feel uncomfortable with AI deciding on the type of medication I need to take.,0.4400,0.5400,0.6500,0.5300,0.5200,0.5000,0.4700,0.5300,0.4900,0.4600,0.4700,0.4800,0.4400,0.5400,0.4800,0.5400,0.5100,0.4500,0.5100,0.7400,0.5200,0.5100,0.5400,0.5000,0.5200,0.5200,0.4700,0.5200,0.4800,0.5400,0.5100,0.5000,0.4900,0.6100,0.4700,0.6000,0.5300,0.5600,0.5300,0.4800,0.5600,0.5400,0.4600
f5407fc4-4693-4284-9c71-9a436ed8a854,Describe a concrete scenario where you would feel uncomfortable with an AI making a decision instead of a human. What specific aspects make you uneasy?,For example being taken to hospital for surgery and an AI has to make a decision if I get the surgery or not  the AI cannot express empathy or emotions.,0.4400,0.5000,0.4500,0.5300,0.5100,0.5000,0.5300,0.5400,0.5000,0.5100,0.5000,0.5300,0.5300,0.5100,0.5200,0.5100,0.5000,0.5500,0.5200,0.5200,0.4900,0.5300,0.4700,0.5300,0.5100,0.5100,0.5100,0.5100,0.4500,0.5200,0.5400,0.5100,0.5000,0.4400,0.5300,0.6500,0.4400,0.5500,0.5200,0.4800,0.5000,0.4400,0.4400
f5407fc4-4693-4284-9c71-9a436ed8a854,Describe a concrete scenario where you would feel uncomfortable with an AI making a decision instead of a human. What specific aspects make you uneasy?,"I systems that process sensitive medical data could be vulnerable to data breaches, leading to the unauthorized disclosure of personal health information.",0.4300,0.5700,0.5800,0.5500,0.5400,0.5000,0.4700,0.5400,0.5400,0.4600,0.4800,0.5000,0.4500,0.6300,0.5100,0.5800,0.4800,0.5200,0.5700,0.6500,0.5100,0.5500,0.4900,0.5700,0.5200,0.5200,0.5800,0.5300,0.5500,0.5300,0.6000,0.5100,0.5100,0.5000,0.5300,0.6000,0.5400,0.5400,0.5700,0.4800,0.5000,0.4300,0.5100
f5407fc4-4693-4284-9c71-9a436ed8a854,Describe a concrete scenario where you would feel uncomfortable with an AI making a decision instead of a human. What specific aspects make you uneasy?,"Health, probably. AI right now is not that accurate so I would probably not trust AI with my health or my family's.

",0.4300,0.5400,0.6100,0.5800,0.5100,0.5000,0.4700,0.5900,0.5100,0.4300,0.4800,0.5300,0.5000,0.6300,0.5400,0.5700,0.4900,0.5100,0.5100,0.7000,0.5200,0.5300,0.5300,0.5200,0.5300,0.5200,0.5500,0.5300,0.4500,0.5500,0.5500,0.5500,0.4300,0.5000,0.4700,0.5000,0.5300,0.4900,0.5300,0.4300,0.5000,0.5000,0.4600
